id	name	add_name	description	popup	special_enchant_amount	special_enchant_desc	color
32101	未鉴定的矮人链胫甲		未确认状态的矮人链胫甲。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：下装/重甲)	-1	0		1
32102	未鉴定的矮人链盾		未确认状态的矮人链盾。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：盾牌)	-1	0		1
32103	未鉴定的矮人链靴		未确认状态的矮人链靴。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：靴)	-1	0		1
32104	未鉴定的矮人链手套		未确认状态的矮人链手套。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：手套)	-1	0		1
32105	未鉴定的矮人战锤		未确认状态的矮人战锤。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：单手武器/钝器)	-1	0		1
32106	未鉴定的矮人鳞甲		未确认状态的矮人鳞甲。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：上装/重甲)	-1	0		1
32107	未鉴定的矮人鳞胫甲		未确认状态的矮人鳞胫甲。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：下装/重甲)	-1	0		1
32108	未鉴定的飞龙皮长靴		未确认状态的飞龙皮长靴。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：靴)	-1	0		1
32109	未鉴定的飞龙皮甲		未确认状态的飞龙皮甲。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：连身衣/轻甲)	-1	0		1
32110	未鉴定的飞龙皮手套		未确认状态的飞龙皮手套。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：手套)	-1	0		1
32111	未鉴定的屠龙斧		未确认状态的屠龙斧。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/钝器)	-1	0		1
32112	未鉴定的火龙之首		未确认状态的火龙之首。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：单手武器/钝器)	-1	0		1
32113	未鉴定的屠龙刀		未确认状态的屠龙刀。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/剑)	-1	0		1
32114	未鉴定的屠龙者		未确认状态的屠龙者。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/格斗)	-1	0		1
32115	未鉴定的龙之弓		未确认状态的龙之弓。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/弓)	-1	0		1
32116	未鉴定的统领头盔		未确认状态的统领头盔。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：头盔)	-1	0		1
32117	未鉴定的统领盔甲		未确认状态的统领盔甲。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：连身衣/轻甲)	-1	0		1
32118	未鉴定的统领皮靴		未确认状态的统领皮靴。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：靴)	-1	0		1
32119	未鉴定的统领手套		未确认状态的统领手套。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：手套)	-1	0		1
32120	未鉴定的末日之锤		未确认状态的末日之锤。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：单手武器/钝器)	-1	0		1
32121	未鉴定的末日头盔		未确认状态的末日头盔。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：头盔)	-1	0		1
32122	未鉴定的末日金属盔甲		未确认状态的末日金属盔甲。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：连身衣/重甲)	-1	0		1
32123	未鉴定的末日粉碎者		未确认状态的末日粉碎者。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/钝器)	-1	0		1
32124	未鉴定的末日盾		未确认状态的末日盾。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：盾牌)	-1	0		1
32125	未鉴定的末日靴		未确认状态的末日靴。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：靴)	-1	0		1
32126	未鉴定的末日手套		未确认状态的末日手套。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：手套)	-1	0		1
32127	未鉴定的帕黎恩魔杖		未确认状态的帕黎恩魔杖。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/钝器)	-1	0		1
32128	未鉴定的死息之剑		未确认状态的死息之剑。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：单手武器/剑)	-1	0		1
32129	未鉴定的恶魔碎片		未确认状态的恶魔碎片。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/格斗)	-1	0		1
32130	未鉴定的自然之棍		未确认状态的自然之棍。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：单手武器/钝器)	-1	0		1
32131	未鉴定的黑暗精灵弓		未确认状态的黑暗精灵弓。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/弓)	-1	0		1
32132	未鉴定的黑暗精灵长弓		未确认状态的黑暗精灵长弓。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/弓)	-1	0		1
32133	未鉴定的黑暗狂啸者		未确认状态的黑暗狂啸者。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：单手武器/短剑)	-1	0		1
32134	未鉴定的黑暗水晶胸甲		未确认状态的黑暗水晶胸甲。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：上装/重甲)	-1	0		1
32135	未鉴定的黑暗水晶头盔		未确认状态的黑暗水晶头盔。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：头盔)	-1	0		1
32136	未鉴定的黑暗水晶盾		未确认状态的黑暗水晶盾。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：盾牌)	-1	0		1
32137	未鉴定的黑暗水晶靴		未确认状态的黑暗水晶靴。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：靴)	-1	0		1
32138	未鉴定的黑暗水晶长袍		未确认状态的黑暗水晶长袍。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：连身衣/长袍)	-1	0		1
32139	未鉴定的黑暗水晶皮甲		未确认状态的黑暗水晶皮甲。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：上装/轻甲)	-1	0		1
32140	未鉴定的黑暗水晶手套		未确认状态的黑暗水晶手套。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：手套)	-1	0		1
32141	未鉴定的黑暗水晶胫甲		未确认状态的黑暗水晶胫甲。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：下装/重甲)	-1	0		1
32142	未鉴定的黑暗精灵匕首		未确认状态的黑暗精灵匕首。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：单手武器/短剑)	-1	0		1
32143	未鉴定的黑暗军刃		未确认状态的黑暗军刃。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：单手武器/剑)	-1	0		1
32144	未鉴定的大马士革刀		未确认状态的大马士革刀。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：单手武器/剑)	-1	0		1
32145	未鉴定的狼獾之针		未确认状态的狼獾之针。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：单手武器/短剑)	-1	0		1
32146	未鉴定的关节拳		未确认状态的关节拳。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/格斗)	-1	0		1
32147	未鉴定的梦想斧		未确认状态的梦想斧。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：单手武器/钝器)	-1	0		1
32148	未鉴定的森林神之刀		未确认状态的森林神之刀。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：单手武器/短剑)	-1	0		1
32149	未鉴定的骑士剑*革命剑		未确认状态的骑士剑*革命剑。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/二刀流)	-1	0		1
32150	未鉴定的骑士剑*绯红剑		未确认状态的骑士剑*绯红剑。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/二刀流)	-1	0		1
32151	未鉴定的骑士剑*精灵剑		未确认状态的骑士剑*精灵剑。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/二刀流)	-1	0		1
32152	未鉴定的骑士剑*精灵剑		未确认状态的骑士剑*精灵剑。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/二刀流)	-1	0		1
32153	未鉴定的骑士剑*精灵长剑		未确认状态的骑士剑*精灵长剑。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/二刀流)	-1	0		1
32154	未鉴定的骑士剑*骑士剑		未确认状态的骑士剑*骑士剑。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/二刀流)	-1	0		1
32155	未鉴定的骑士盾牌		未确认状态的骑士盾牌。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：盾牌)	-1	0		1
32156	未鉴定的骑士剑		未确认状态的骑士剑。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：单手武器/剑)	-1	0		1
32157	未鉴定的娜仙耳环		未确认状态的娜仙耳环。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：耳环)	-1	0		1
32158	未鉴定的祈祷者之锤		未确认状态的祈祷者之锤。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：单手武器/钝器)	-1	0		1
32159	未鉴定的阔矛		未确认状态的阔矛。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/枪)	-1	0		1
32160	未鉴定的极限之剑		未确认状态的极限之剑。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：单手武器/剑)	-1	0		1
32161	未鉴定的巨型帕塔拳刃		未确认状态的巨型帕塔拳刃。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/格斗)	-1	0		1
32162	未鉴定的巨型头盔		未确认状态的巨型头盔。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：头盔)	-1	0		1
32163	未鉴定的巨斧		未确认状态的巨斧。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/枪)	-1	0		1
32164	未鉴定的巨剑		未确认状态的巨剑。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/剑)	-1	0		1
32165	未鉴定的优雅匕首		未确认状态的优雅匕首。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：单手武器/短剑)	-1	0		1
32166	未鉴定的格朗重剑		暗天使专用武器：精灵长剑变换，未确认状态的格朗重剑。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：单手武器类型：双刃剑)	-1	0		1
32167	未鉴定的永恒手杖		未确认状态的永恒手杖。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：单手武器/钝器)	-1	0		1
32168	未鉴定的食尸鬼魔杖		未确认状态的食尸鬼魔杖。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/钝器)	-1	0		1
32169	未鉴定的高级精灵弓		未确认状态的高级精灵弓。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/弓)	-1	0		1
32170	未鉴定的高级皮手套		未确认状态的高级皮手套。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：手套)	-1	0		1
32171	未鉴定的黑暗长袜		未确认状态的黑暗长袜。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：下装/长袍)	-1	0		1
32172	未鉴定的长手套		未确认状态的长手套。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：手套)	-1	0		1
32173	未鉴定的强化长弓		未确认状态的强化长弓。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/弓)	-1	0		1
32174	未鉴定的强化弓		未确认状态的强化弓。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/弓)	-1	0		1
32175	未鉴定的强化秘银手套		未确认状态的强化秘银手套。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：手套)	-1	0		1
32176	未鉴定的强化秘银衬衫		未确认状态的强化秘银衬衫。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：上装/轻甲)	-1	0		1
32177	未鉴定的强化秘银靴		未确认状态的强化秘银靴。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：靴)	-1	0		1
32178	未鉴定的强化秘银胫甲		未确认状态的强化秘银胫甲。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：下装/轻甲)	-1	0		1
32179	未鉴定的强化皮手套		未确认状态的强化皮手套。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：手套)	-1	0		1
32180	未鉴定的强化皮衬衫		未确认状态的强化皮衬衫。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：上装/轻甲)	-1	0		1
32181	未鉴定的强化皮靴		未确认状态的强化皮靴。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：靴)	-1	0		1
32182	未鉴定的强化皮胫甲		未确认状态的强化皮胫甲。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：下装/轻甲)	-1	0		1
32183	未鉴定的钢铁剑		未确认状态的钢铁剑。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/剑)	-1	0		1
32184	未鉴定的钢铁靴		未确认状态的钢铁靴。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：靴)	-1	0		1
32185	未鉴定的袭击靴		未确认状态的袭击靴。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：靴)	-1	0		1
32186	未鉴定的皮靴		未确认状态的皮靴。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：靴)	-1	0		1
32187	未鉴定的长皮手套		未确认状态的长皮手套。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：手套)	-1	0		1
32188	未鉴定的腰弩		未确认状态的腰弩。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/弓)	-1	0		1
32189	未鉴定的守护神之剑		未确认状态的守护神之剑。双击时可鉴定该物品，获得的物品分为普通/束缚的两种状态。(类型：双手武器/剑)	-1	0		1
32226	说话之岛移动卷轴		移动到说话之岛村庄的魔法卷轴。	-1	0		1
32227	觉醒石		觉醒的凭证。无法交换、掉落、破坏。	-1	0		1
32228	强化剂袋-D		装有D级强化剂的袋子。	-1	0		1
32229	强化剂袋-C(49)		装有C级强化剂的袋子。	-1	0		1
32230	强化剂袋-C(52)		装有C级强化剂的袋子。	-1	0		1
32231	强化剂袋-C(55)		装有C级强化剂的袋子。	-1	0		1
32232	强化剂袋-B(58)		装有B级强化剂的袋子。	-1	0		1
32233	强化剂袋-B(61)		装有B级强化剂的袋子。	-1	0		1
32234	强化剂袋-A(64)		装有A级强化剂的袋子。	-1	0		1
32235	强化剂袋-A(67)		装有A级强化剂的袋子。	-1	0		1
32236	强化剂袋-A(70)		装有A级强化剂的袋子。	-1	0		1
32237	强化剂袋-S(75)		装有S级强化剂的袋子。	-1	0		1
32238	强化剂袋-S(80)		装有S级强化剂的袋子。	-1	0		1
32239	强化剂袋-S(82)		装有S级强化剂的袋子。	-1	0		1
32240	强化剂袋-S(84)		装有S级强化剂的袋子。	-1	0		1
32241	冒险家支援物品		装有为冒险家准备的支援物品的箱子。	-1	0		1
32242	强化剂袋-C(46)		装有C级强化剂的袋子。	-1	0		1
32243	R护身符-物理攻击力		装备时，提升2%的物理攻击力。	-1	0		1
32244	R护身符-物理攻击速度		装备时，提升2%的物理攻击速度。	-1	0		1
32245	R护身符-魔法攻击力		装备时，提升2%的魔法攻击力。	-1	0		1
32246	R护身符-施法速度		装备时，提升2%的施法速度。	-1	0		1
32247	R护身符-消除减益		使用时，解除所有减益效果。	-1	0		1
32248	R护身符-消除减益		使用时，解除所有减益效果。	-1	0		1
32249	无限木箭箭筒		装有用木头制作的箭的箭筒。可以作为无极弓的箭矢使用。	-1	0		1
32250	无限骨箭箭桶		装有用骨头磨尖后制成的箭的箭筒。可以作为D级弓的箭矢使用。	-1	0		1
32251	无限铁箭箭桶		装有用钢铁制作而成的强力箭的箭筒。可以作为C级弓的箭矢使用。	-1	0		1
32252	无限银箭箭桶		装有镀了银的铁箭的箭筒。可以作为B级弓的箭矢使用。	-1	0		1
32253	无限秘银箭箭桶		装有镀了秘银的铁箭的箭筒。可以作为A级弓的箭矢使用。	-1	0		1
32254	无限闪耀箭箭桶		装有材质不明的箭的箭筒。可以作为S级弓的箭矢使用。	-1	0		1
32255	无限奥瑞咔坤箭箭筒		装有用奥瑞咔坤制作而成的箭的箭筒。可以作为R级弓的箭矢使用。	-1	0		1
32256	无限木弩箭箭筒		装有用木头制作的弩箭的箭筒。可以作为无极弩的弩箭使用。	-1	0		1
32257	无限骨弩箭箭筒		装有用骨头磨尖后制成的弩箭的箭筒。可以作为D级弩的弩箭使用。	-1	0		1
32258	无限铁弩箭箭筒		装有用钢铁制作而成的强力弩箭的箭筒。可以作为C级弩的弩箭使用。	-1	0		1
32259	无限银弩箭箭筒		装有镀了银的铁弩箭的箭筒。可以作为B级弩的弩箭使用。	-1	0		1
32260	无限秘银弩箭箭桶		装有镀了秘银的铁弩箭的箭筒。可以作为A级弩的弩箭使用。	-1	0		1
32261	无限光弩箭箭桶		装有材质不明的弩箭的箭筒。可以作为S级弩的弩箭使用。	-1	0		1
32262	无限奥瑞咔坤弩箭箭筒		装有用奥瑞咔坤制作而成的弩箭的箭筒。可以作为R级弩的弩箭使用。	-1	0		1
32263	觉醒英雄之奥林匹克宝物箱子		觉醒英雄的奥林匹克宝物箱子。无法交换、掉落、破坏。	-1	0		1
32264	阿贝里奥斯力量箱子	审判骑士	含有阿贝里奥斯的力量的箱子。无法交换、掉落、破坏。	-1	0		1
32265	萨菲罗斯力量箱子	暴风斗神	含有萨菲罗斯的力量的箱子。无法交换、掉落、破坏。	-1	0		1
32266	凯休纳加力量箱子	幻影游侠	含有凯休纳加的力量的箱子。无法交换、掉落、破坏。	-1	0		1
32267	克伦比斯特力量箱子	天神猎手	含有克伦比斯特的力量的箱子。无法交换、掉落、破坏。	-1	0		1
32268	索特克里格力量箱子	大魔导师	含有索特克里格的力量的箱子。无法交换、掉落、破坏。	-1	0		1
32269	纳比阿洛普力量箱子	次元使者	含有纳比阿洛普的力量的箱子。无法交换、掉落、破坏。	-1	0		1
32270	莱斯特力量箱子	灵歌舞者	含有莱斯特的力量的箱子。无法交换、掉落、破坏。	-1	0		1
32271	拉吉希斯力量箱子	圣灵贤者	含有拉吉希斯的力量的箱子。无法交换、掉落、破坏。	-1	0		1
32272	远征队支援宝物箱子		发放给支援安塔瑞斯远征队成员的奖励箱子。打开箱子，可以获得欧瑞领主的奖励。	-1	0		1
32273	制作卷轴：人类男性假发(100%)		4转后所有职业可以使用。制作人类男性假发时所需的制作卷轴。需要普通物品制作技能10级。成功率100%。	-1	0		1
32274	制作卷轴：人类女性假发(100%)		4转后所有职业可以使用。制作人类女性假发时所需的制作卷轴。需要普通物品制作技能10级。成功率100%。	-1	0		1
32275	制作卷轴：人类男性法师假发(100%)		4转后所有职业可以使用。制作人类男性法师假发时所需的制作卷轴。需要普通物品制作技能10级。成功率100%。	-1	0		1
32276	制作卷轴：人类女性法师假发(100%)		4转后所有职业可以使用。制作人类女性法师假发时所需的制作卷轴。需要普通物品制作技能10级。成功率100%。	-1	0		1
32277	制作卷轴：精灵男性假发(100%)		4转后所有职业可以使用。制作精灵男性假发时所需的制作卷轴。需要普通物品制作技能10级。成功率100%。	-1	0		1
32278	制作卷轴：精灵女性假发(100%)		4转后所有职业可以使用。制作精灵女性假发时所需的制作卷轴。需要普通物品制作技能10级。成功率100%。	-1	0		1
32279	制作卷轴：黑暗精灵男性假发(100%)		4转后所有职业可以使用。制作黑暗精灵男性假发时所需的制作卷轴。需要普通物品制作技能10级。成功率100%。	-1	0		1
32280	制作卷轴：黑暗精灵女性假发(100%)		4转后所有职业可以使用。制作黑暗精灵女性假发时所需的制作卷轴。需要普通物品制作技能10级。成功率100%。	-1	0		1
32281	制作卷轴：矮人男性假发(100%)		4转后所有职业可以使用。制作矮人男性假发时所需的制作卷轴。需要普通物品制作技能10级。成功率100%。	-1	0		1
32282	制作卷轴：矮人女性假发(100%)		4转后所有职业可以使用。制作矮人女性假发时所需的制作卷轴。需要普通物品制作技能10级。成功率100%。	-1	0		1
32283	制作卷轴：半兽人男性假发(100%)		4转后所有职业可以使用。制作半兽人男性假发时所需的制作卷轴。需要普通物品制作技能10级。成功率100%。	-1	0		1
32284	制作卷轴：半兽人女性假发(100%)		4转后所有职业可以使用。制作半兽人女性假发时所需的制作卷轴。需要普通物品制作技能10级。成功率100%。	-1	0		1
32285	制作卷轴：半兽人男性萨满假发(100%)		4转后所有职业可以使用。制作半兽人男性萨满假发时所需的制作卷轴。需要普通物品制作技能10级。成功率100%。	-1	0		1
32286	制作卷轴：半兽人女性萨满假发(100%)		4转后所有职业可以使用。制作半兽人女性萨满假发时所需的制作卷轴。需要普通物品制作技能10级。成功率100%。	-1	0		1
32287	制作卷轴：暗天使男性假发(100%)		4转后所有职业可以使用。制作暗天使男性假发时所需的制作卷轴。需要普通物品制作技能10级。成功率100%。	-1	0		1
32288	制作卷轴：暗天使女性假发(100%)		4转后所有职业可以使用。制作暗天使女性假发时所需的制作卷轴。需要普通物品制作技能10级。成功率100%。	-1	0		1
32292	制作卷轴：不朽腰带(60%)		4转后所有职业可以使用。制作不朽腰带时所需的制作卷轴。需要普通物品制作技能10级。成功率60%。	-1	0		1
32293	制作卷轴：不朽手镯(60%)		4转后所有职业可以使用。制作不朽手镯时所需的制作卷轴。需要普通物品制作技能10级。成功率60%。	-1	0		1
32294	制作卷轴：不朽衬衫(60%)		4转后所有职业可以使用。制作不朽衬衫时所需的制作卷轴。需要普通物品制作技能10级。成功率60%。	-1	0		1
32295	制作卷轴：地狱腰带(60%)		4转后所有职业可以使用。制作地狱腰带时所需的制作卷轴。需要普通物品制作技能10级。成功率60%。	-1	0		1
32296	制作卷轴：地狱手镯(60%)		4转后所有职业可以使用。制作地狱手镯时所需的制作卷轴。需要普通物品制作技能10级。成功率60%。	-1	0		1
32297	制作卷轴：地狱衬衫(60%)		4转后所有职业可以使用。制作地狱衬衫时所需的制作卷轴。需要普通物品制作技能10级。成功率60%。	-1	0		1
32298	制作卷轴：王权腰带(60%)		4转后所有职业可以使用。制作王权腰带时所需的制作卷轴。需要普通物品制作技能10级。成功率60%。	-1	0		1
32299	制作卷轴：王权手镯(60%)		4转后所有职业可以使用。制作王权手镯时所需的制作卷轴。需要普通物品制作技能10级。成功率60%。	-1	0		1
32300	制作卷轴：王权衬衫(60%)		4转后所有职业可以使用。制作王权衬衫时所需的制作卷轴。需要普通物品制作技能10级。成功率60%。	-1	0		1
32301	制作卷轴：神谕腰带(60%)		4转后所有职业可以使用。制作神谕腰带时所需的制作卷轴。需要普通物品制作技能10级。成功率60%。	-1	0		1
32302	制作卷轴：神谕手镯(60%)		4转后所有职业可以使用。制作神谕手镯时所需的制作卷轴。需要普通物品制作技能10级。成功率60%。	-1	0		1
32303	制作卷轴：神谕衬衫(60%)		4转后所有职业可以使用。制作神谕衬衫时所需的制作卷轴。需要普通物品制作技能10级。成功率60%。	-1	0		1
32304	不朽腰带碎片		可以制作不朽腰带碎片的主要材料。	-1	0		1
32305	不朽手镯碎片		可以制作不朽手镯碎片的主要材料。	-1	0		1
32306	不朽衬衫内衬		可以制作不朽衬衫内衬的主要材料。	-1	0		1
32307	地狱腰带碎片		可以制作地狱腰带碎片的主要材料。	-1	0		1
32308	地狱手镯碎片		可以制作地狱手镯碎片的主要材料。	-1	0		1
32309	地狱衬衫内衬		可以制作地狱衬衫内衬的主要材料。	-1	0		1
32310	王权腰带碎片		可以制作王权腰带碎片的主要材料。	-1	0		1
32311	王权手镯碎片		可以制作王权手镯碎片的主要材料。	-1	0		1
32312	王权衬衫内衬		可以制作王权衬衫内衬的主要材料。	-1	0		1
32313	神谕腰带碎片		可以制作神谕腰带碎片的主要材料。	-1	0		1
32314	神谕手镯碎片		可以制作神谕手镯碎片的主要材料。	-1	0		1
32315	神谕衬衫内衬		可以制作神谕衬衫内衬的主要材料。	-1	0		1
32316	祝福的特效药		30分钟内获得1级灵魂叙诗/吉他叙诗/风情叙诗/琵琶叙诗/竖琴叙诗效果。85级以上可以使用。冷却时间：2分钟。	-1	0		1
32317	制作卷轴：祝福的特效药(100%)		4转职业专用。制作祝福的特效药时所需的制作卷轴。需要普通物品制作技能10级。成功率100%。	-1	0		1
32604	支援用奥勒菲斯宝物箱		支援用奥勒菲斯宝物箱。	-1	0		1
32605	上级奥勒菲斯宝物箱		上级奥勒菲斯宝物箱。	-1	0		1
32606	高级奥勒菲斯宝物箱		高级奥勒菲斯宝物箱。	-1	0		1
32607	最高级奥勒菲斯宝物箱		最高级奥勒菲斯宝物箱。	-1	0		1
32700	下级魔法古文字环-R级		可以提升R级腰带性能的下级魔法古文字环。	-1	0		1
32701	中级魔法古文字环-R级		可以提升R级腰带性能的中级魔法古文字环。	-1	0		1
32702	高级魔法古文字环-R级		可以提升R级腰带性能的高级魔法古文字环。	-1	0		1
32703	最高级魔法古文字环-R级		可以提升R级腰带性能的最高级魔法古文字环。	-1	0		1
32704	下级魔法饰品-R级		可以提升R级腰带性能的下级魔法饰品。	-1	0		1
32705	中级魔法饰品-R级		可以提升R级腰带性能的中级魔法饰品。	-1	0		1
32706	高级魔法饰品-R级		可以提升R级腰带性能的高级魔法饰品。	-1	0		1
32707	最高级魔法饰品-R级		可以提升R级腰带性能的最高级魔法饰品。	-1	0		1
32708	下级魔法古文字环-R95级		可以提升R95级腰带性能的下级魔法古文字环。	-1	0		1
32709	中级魔法古文字环-R95级		可以提升R95级腰带性能的中级魔法古文字环。	-1	0		1
32710	高级魔法古文字环-R95级		可以提升R95级腰带性能的高级魔法古文字环。	-1	0		1
32711	最高级魔法古文字环-R95级		可以提升R95级腰带性能的最高级魔法古文字环。	-1	0		1
32712	下级魔法饰品-R95级		可以提升R95级腰带性能的下级魔法饰品。	-1	0		1
32713	中级魔法饰品-R95级		可以提升R95级腰带性能的中级魔法饰品。	-1	0		1
32714	高级魔法饰品-R95级		可以提升R95级腰带性能的高级魔法饰品。	-1	0		1
32715	最高级魔法饰品-R95级		可以提升R95级腰带性能的最高级魔法饰品。	-1	0		1
32716	下级魔法古文字环-R99级		可以提升R99级腰带性能的下级魔法古文字环。	-1	0		1
32717	中级魔法古文字环-R99级		可以提升R99级腰带性能的中级魔法古文字环。	-1	0		1
32718	高级魔法古文字环-R99级		可以提升R99级腰带性能的高级魔法古文字环。	-1	0		1
32719	最高级魔法古文字环-R99级		可以提升R99级腰带性能的最高级魔法古文字环。	-1	0		1
32720	下级魔法饰品-R99级		可以提升R99级腰带性能的下级魔法饰品。	-1	0		1
32721	中级魔法饰品-R99级		可以提升R99级腰带性能的中级魔法饰品。	-1	0		1
32722	高级魔法饰品-R99级		可以提升R99级腰带性能的高级魔法饰品。	-1	0		1
32723	最高级魔法饰品-R99级		可以提升R99级腰带性能的最高级魔法饰品。	-1	0		1
32724	守护勇士的宝物箱子		为了向消灭席琳的创造物的勇士们表示感谢而制作的装有特殊物品的奖励宝物箱。必须打开才能知道装有什么东西。双击可以查看具体的物品。无法交换/掉落。可以保存到个人仓库中的物品。	-1	0		1
32727	宝物箱子		双击后随机获得饰品箱子，坠子箱子，强化卷轴箱子，特效药箱子。	-1	0		1
